1094625.0,-846150.0,448025.0,12.51,172.0,98.4,75.0,171.45,175.0,150.0,10900.0,75.0,31.15,32.0,2625.0,-98.75,31.95,23.27,392523.0,1347450.0,2247000.0
313875.0,-257550.0,172747.0,14.58,134.2,79.6,300.0,133.3,136.5,2100.0,10950.0,750.0,40.3,41.45,75.0,-118.1,40.55,21.8,106815.0,456075.0,575250.0
3152700.0,-1453725.0,752888.0,15.8,102.0,61.65,75.0,102.0,103.35,675.0,11000.0,225.0,56.3,56.5,225.0,-136.8,56.4,21.5,279072.0,1050750.0,3448275.0
666375.0,252600.0,222692.0,16.8,75.95,47.9,75.0,74.9,75.95,2325.0,11050.0,300.0,76.15,77.0,900.0,-155.8,76.5,21.19,31104.0,251925.0,362175.0
2993025.0,230850.0,550785.0,17.53,54.95,35.3,2850.0,54.85,54.95,75.0,11100.0,1725.0,102.0,104.65,300.0,-164.6,103.7,21.52,49644.0,144900.0,931575.0
554325.0,141525.0,142692.0,17.66,37.0,23.4,750.0,36.75,37.0,6825.0,11150.0,75.0,123.6,138.25,225.0,-176.1,133.1,21.24,1546.0,16425.0,42825.0
3002175.0,316500.0,387932.0,17.95,24.4,14.7,6075.0,24.0,24.4,75.0,11200.0,375.0,173.0,175.15,75.0,-188.5,174.95,23.33,15675.0,-82725.0,1227375.0
459525.0,193125.0,84158.0,17.92,14.8,7.8,975.0,14.5,15.0,5325.0,11250.0,75.0,203.85,213.8,300.0,-196.6,215.6,24.36,266.0,5325.0,20175.0
2033550.0,102375.0,199082.0,18.13,8.95,3.8,75.0,8.7,8.95,525.0,11300.0,75.0,255.15,258.85,150.0,-202.95,255.05,24.1,4488.0,-79650.0,487350.0
215100.0,39675.0,31316.0,18.44,5.35,1.3,150.0,5.15,5.55,75.0,11350.0,75.0,297.7,309.0,75.0,-199.85,307.65,28.37,17.0,75.0,14025.0
2159100.0,258000.0,127770.0,19.05,3.4,0.15,300.0,3.35,3.6,900.0,11400.0,75.0,344.35,349.3,150.0,-202.95,347.0,26.56,932.0,-24825.0,159825.0
159450.0,36300.0,7528.0,19.71,2.2,-0.55,75.0,2.1,2.2,525.0,11450.0,75.0,390.2,400.35,75.0,-189.15,412.0,36.45,109.0,-75.0,83700.0
2746725.0,-24150.0,112390.0,21.19,1.85,-0.45,525.0,1.8,2.0,6750.0,11500.0,750.0,440.8,449.05,150.0,-205.75,442.25,29.03,1971.0,-46725.0,642000.0
57825.0,4650.0,2853.0,22.47,1.5,-0.4,75.0,0.3,1.65,4800.0,11550.0,75.0,479.1,510.6,75.0,20.85,717.05,106.17,25.0,-1350.0,3750.0
1073175.0,37125.0,21984.0,23.63,1.2,-0.3,150.0,1.2,1.25,3525.0,11600.0,75.0,541.2,548.25,75.0,-201.5,543.05,34.61,908.0,-51825.0,152775.0
58950.0,-300.0,288.0,26.03,1.4,0.25,600.0,0.85,1.5,3975.0,11650.0,75.0,587.1,602.0,75.0,-295.0,580.0,-,33.0,-75.0,7500.0
1122300.0,10200.0,7526.0,26.3,0.9,-,75.0,0.85,0.9,13575.0,11700.0,75.0,637.0,654.55,75.0,-203.0,643.8,40.07,852.0,-50625.0,306000.0
35025.0,-1500.0,429.0,28.04,0.9,-0.15,4125.0,0.5,0.9,4050.0,11750.0,150.0,690.2,705.0,75.0,-145.1,762.35,74.75,15.0,-75.0,1275.0
636975.0,-55425.0,5676.0,28.09,0.55,-0.2,75.0,0.6,0.65,825.0,11800.0,75.0,738.15,745.45,150.0,-202.9,739.5,40.73,508.0,-25500.0,245100.0
22950.0,-750.0,159.0,30.55,0.7,-0.25,75.0,0.65,0.75,375.0,11850.0,75.0,779.55,807.6,75.0,-276.6,785.0,36.29,52.0,-825.0,3600.0
772200.0,-67125.0,5140.0,32.46,0.75,0.05,300.0,0.65,0.8,900.0,11900.0,75.0,837.05,849.15,75.0,-190.65,848.0,52.9,364.0,-17325.0,54900.0
9900.0,3525.0,321.0,33.55,0.65,0.1,2550.0,0.65,0.75,1425.0,11950.0,75.0,889.6,903.55,75.0,-174.9,1027.45,110.0,31.0,-225.0,23775.0
1110975.0,42000.0,18476.0,34.16,0.5,-0.2,4875.0,0.45,0.5,1275.0,12000.0,75.0,939.2,943.3,75.0,-204.7,942.25,52.45,1665.0,-87525.0,369600.0
1725.0,-1725.0,36.0,35.72,0.5,-0.35,300.0,0.5,0.95,7500.0,12050.0,7350.0,926.3,1049.25,75.0,155.75,1015.0,71.29,1.0,-75.0,75.0
125325.0,-11700.0,416.0,38.94,0.75,0.15,75.0,0.45,0.75,1950.0,12100.0,75.0,1030.55,1057.05,75.0,-208.05,1031.0,-,20.0,-900.0,11700.0
-,-,-,-,-,-,-,-,1.9,3000.0,12150.0,7350.0,1023.85,1286.8,7350.0,-,-,-,-,-,-
242475.0,-22275.0,808.0,39.4,0.4,-0.2,900.0,0.4,0.55,10200.0,12200.0,75.0,1133.6,1146.55,75.0,-196.1,1144.2,63.15,219.0,-11100.0,62775.0
-,-,-,-,-,-,-,-,1.9,3000.0,12250.0,7350.0,1116.1,1262.5,1050.0,-,-,-,-,-,-
66375.0,-4050.0,121.0,44.86,0.7,0.2,675.0,0.4,0.7,75.0,12300.0,75.0,1230.55,1274.05,75.0,-205.05,1238.35,60.04,54.0,-2625.0,14250.0
-,-,-,-,-,-,-,-,1.9,3000.0,12350.0,7350.0,1204.7,1368.0,7350.0,-,-,-,-,-,-
88875.0,-6450.0,158.0,47.9,0.7,0.1,4725.0,0.35,0.5,525.0,12400.0,75.0,1328.3,1396.15,75.0,-287.95,1320.9,-,2.0,-,8775.0
75.0,-,-,-,1.5,-,-,-,1.5,75.0,12450.0,7350.0,1294.15,1488.65,7350.0,-,-,-,-,-,-
173100.0,-36825.0,1066.0,47.49,0.35,-0.1,4875.0,0.3,0.35,2025.0,12500.0,75.0,1440.6,1448.3,150.0,-202.2,1444.0,75.52,1915.0,-92175.0,444600.0
-,-,-,-,-,-,-,-,1.8,6000.0,12550.0,7350.0,1375.7,1681.85,7350.0,-,-,-,-,-,-
24000.0,-375.0,6.0,48.75,0.25,-0.05,1950.0,0.15,0.5,75.0,12600.0,150.0,1482.1,1566.6,375.0,-,1250.0,-,-,-,450.0
-,-,-,-,-,-,-,-,2.7,6000.0,12650.0,7350.0,1456.55,1770.1,7350.0,-,-,-,-,-,-
3375.0,-,4.0,50.45,0.2,-0.05,750.0,0.1,0.4,225.0,12700.0,150.0,1552.05,1678.8,600.0,-,1654.9,-,-,-,2325.0
-,-,-,-,-,-,-,-,2.5,6000.0,12750.0,375.0,1619.1,1891.2,7350.0,-,-,-,-,-,-
5550.0,-,-,-,0.3,-,3000.0,0.1,1.0,1500.0,12800.0,150.0,1675.05,1842.65,150.0,-,1939.95,-,-,-,1275.0
75.0,-,-,-,1.0,-,-,-,1.8,6000.0,12850.0,7350.0,1706.05,1992.85,7350.0,-,-,-,-,-,-
450.0,-,-,-,0.2,-,2100.0,0.1,0.85,1500.0,12900.0,375.0,1767.5,1944.6,75.0,-,2074.2,-,-,-,450.0
-,-,-,-,-,-,-,-,2.5,6000.0,12950.0,7350.0,1791.7,2112.4,7350.0,-,-,-,-,-,-
115050.0,-35925.0,1605.0,64.26,0.6,0.15,675.0,0.4,0.6,43875.0,13000.0,75.0,1940.7,1951.6,150.0,-202.35,1950.0,102.22,1723.0,-102375.0,508575.0
-,-,-,-,-,-,-,-,1.9,6000.0,13050.0,7350.0,1877.95,2241.9,7350.0,-,-,-,-,-,-
-,-,-,-,-,-,3000.0,0.1,1.0,1500.0,13100.0,375.0,1990.7,2156.55,75.0,-,1315.7,-,-,-,75.0
-,-,-,-,-,-,-,-,1.9,6000.0,13150.0,7350.0,1962.0,2323.7,7350.0,-,-,-,-,-,-
150.0,-,-,-,1.0,-,3000.0,0.1,1.0,1500.0,13200.0,75.0,2068.05,2295.2,150.0,-,-,-,-,-,-
-,-,-,-,-,-,-,-,1.9,6000.0,13250.0,7350.0,2048.85,2427.35,7350.0,-,-,-,-,-,-
525.0,-,1.0,64.12,0.15,-0.15,3000.0,0.1,0.5,75.0,13300.0,75.0,2214.7,2268.65,75.0,-73.3,2231.65,70.08,2.0,-,825.0
-,-,-,-,-,-,-,-,1.9,6000.0,13350.0,7350.0,2134.05,2567.25,7350.0,-,-,-,-,-,-
22275.0,-2025.0,168.0,73.71,0.5,0.1,75.0,0.3,0.6,75.0,13400.0,75.0,2322.95,2392.35,75.0,-195.8,2360.0,127.69,129.0,-7350.0,19050.0
375.0,375.0,1506.0,67.68,0.15,-101.5,375.0,0.4,1.0,300.0,13450.0,7350.0,2220.95,2657.55,7350.0,-,-,-,-,-,-
52800.0,-,215.0,73.87,0.35,-,375.0,0.35,0.6,1500.0,13500.0,75.0,2444.65,2453.0,150.0,-205.65,2447.8,118.81,548.0,-29475.0,186825.0
825.0,225.0,2038.0,74.11,0.3,-,150.0,0.3,1.7,75.0,13550.0,375.0,2457.55,2629.75,375.0,-,2536.8,-,-,-,300.0
1500.0,-150.0,305.0,79.51,0.55,-0.15,975.0,0.2,0.5,75.0,13600.0,75.0,2521.65,2629.45,750.0,-250.0,2560.0,135.5,5.0,-150.0,6750.0
